week,player_id,player,pos,team,team_name,g,snaps,targets,rec,rec_yds,air_yds,yac,td,adot,racr,wopr,target_pct,air_pct,half_ppr_pts,ppr_pts,std_pts,half_ppr_ppg,ppr_ppg,std_ppg,touches,touches_pg
4,00-0037247,George Pickens,WR,DAL,Cowboys,1,62,11,8,134,161,28,2,14.6364,0.8323,79.59,29.73,50.0,29.4,33.4,25.4,29.4,33.4,25.4,8,8
4,00-0035243,Miles Sanders,RB,DAL,Cowboys,1,7,2,2,17,-7,24,0,-3.5,-2.4286,6.59,5.41,-2.17,3.5,4.5,2.5,3.5,4.5,2.5,4,4
4,00-0037666,Jalen Tolbert,WR,DAL,Cowboys,1,56,6,4,61,113,14,0,18.8333,0.5398,48.89,16.22,35.09,8.1,10.1,6.1,8.1,10.1,6.1,4,4
4,00-0037801,KaVontae Turpin,WR,DAL,Cowboys,1,42,4,3,30,37,11,0,9.25,0.8108,24.26,10.81,11.49,4.9,6.4,3.4,4.9,6.4,3.4,4,4
4,00-0036997,Javonte Williams,RB,DAL,Cowboys,1,55,3,3,15,-9,24,0,-3.0,-1.6667,10.21,8.11,-2.8,17.5,19.0,16.0,17.5,19.0,16.0,23,23
4,00-0040667,Matthew Golden,WR,GB,Packers,1,49,6,5,58,64,10,0,10.6667,0.9063,47.29,16.67,31.84,8.8,11.3,6.3,8.8,11.3,6.3,6,6
4,00-0038685,Chris Brooks,RB,GB,Packers,1,5,1,1,1,-5,6,0,-5.0,-0.2,2.43,2.78,-2.49,0.6,1.1,0.1,0.6,1.1,0.1,1,1
4,00-0035700,Josh Jacobs,RB,GB,Packers,1,54,4,4,71,-5,76,0,-1.25,-14.2,14.93,11.11,-2.49,29.7,31.7,27.7,29.7,31.7,27.7,26,26
4,00-0037816,Romeo Doubs,WR,GB,Packers,1,75,8,6,58,84,14,3,10.5,0.6905,62.59,22.22,41.79,26.8,29.8,23.8,26.8,29.8,23.8,6,6
4,00-0040782,Isaiah Bond,WR,CLE,Browns,1,37,6,3,58,84,11,0,14.0,0.6905,43.27,17.65,24.0,7.3,8.8,5.8,7.3,8.8,5.8,3,3
4,00-0037267,Jerome Ford,RB,CLE,Browns,1,18,2,1,4,-2,7,0,-1.0,-2.0,8.42,5.88,-0.57,0.8,1.3,0.3,0.8,1.3,0.3,2,2
4,00-0036407,Jerry Jeudy,WR,CLE,Browns,1,55,9,3,48,149,9,0,16.5556,0.3221,69.51,26.47,42.57,6.3,7.8,4.8,6.3,7.8,4.8,3,3
4,00-0040162,Dylan Sampson,RB,CLE,Browns,1,9,1,0,0,-1,0,0,-1.0,0.0,4.21,2.94,-0.29,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,1,1
4,00-0038979,Cedric Tillman,WR,CLE,Browns,1,15,2,1,6,24,3,0,12.0,0.25,13.62,5.88,6.86,1.1,1.6,0.6,1.1,1.6,0.6,1,1
4,00-0039139,Jahmyr Gibbs,RB,DET,Lions,1,37,2,2,6,-6,12,0,-3.0,-1.0,10.63,8.0,-1.96,16.7,17.7,15.7,16.7,17.7,15.7,17,17
4,00-0035685,David Montgomery,RB,DET,Lions,1,20,1,0,0,3,0,0,3.0,0.0,6.69,4.0,0.98,1.2,1.2,1.2,1.2,1.2,1.2,9,9
4,00-0039849,Marvin Harrison Jr.,WR,ARI,Cardinals,1,67,10,6,66,99,16,1,9.9,0.6667,68.3,25.0,44.0,15.6,18.6,12.6,15.6,18.6,12.6,6,6
4,00-0039921,Trey Benson,RB,ARI,Cardinals,1,37,5,5,19,-10,29,0,-2.0,-1.9,15.64,12.5,-4.44,7.9,10.4,5.4,7.9,10.4,5.4,13,13
4,00-0035500,Greg Dortch,WR,ARI,Cardinals,1,43,5,4,35,-7,40,0,-1.4,-5.0,16.57,12.5,-3.11,5.9,7.9,3.9,5.9,7.9,3.9,5,5
4,00-0038559,Michael Wilson,WR,ARI,Cardinals,1,65,6,3,15,45,7,0,7.5,0.3333,36.5,15.0,20.0,3.0,4.5,1.5,3.0,4.5,1.5,3,3
4,00-0039165,Zach Charbonnet,RB,SEA,Seahawks,1,31,2,2,5,0,5,0,0.0,,12.5,8.33,0.0,11.4,12.4,10.4,11.4,12.4,10.4,14,14
4,00-0033908,Cooper Kupp,WR,SEA,Seahawks,1,49,5,4,26,15,21,0,3.0,1.7333,35.96,20.83,6.73,4.6,6.6,2.6,4.6,6.6,2.6,4,4
4,00-0038543,Jaxon Smith-Njigba,WR,SEA,Seahawks,1,53,5,4,79,78,8,0,15.6,1.0128,55.73,20.83,34.98,11.0,13.0,9.0,11.0,13.0,9.0,7,7
4,00-0038134,Kenneth Walker III,RB,SEA,Seahawks,1,33,2,1,29,-2,32,0,-1.0,-14.5,11.87,8.33,-0.9,11.5,12.0,11.0,11.5,12.0,11.0,20,20
4,00-0040648,Tory Horton,WR,SEA,Seahawks,1,24,2,1,10,50,5,0,25.0,0.2,28.2,8.33,22.42,1.5,2.0,1.0,1.5,2.0,1.0,1,1
4,00-0038705,Emari Demercado,RB,ARI,Cardinals,1,26,2,2,13,-8,21,1,-4.0,-1.625,5.01,5.0,-3.56,9.1,10.1,8.1,9.1,10.1,8.1,4,4
4,00-0038752,Jake Bobo,WR,SEA,Seahawks,1,10,1,1,17,13,4,0,13.0,1.3077,10.33,4.17,5.83,2.2,2.7,1.7,2.2,2.7,1.7,1,1
4,00-0039521,Xavier Weaver,WR,ARI,Cardinals,1,14,1,0,0,27,0,0,27.0,0.0,12.15,2.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4,00-0036924,Michael Carter,RB,ARI,Cardinals,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,1,1
4,00-0033906,Alvin Kamara,RB,NO,Saints,1,49,5,4,2,-7,12,0,-1.4,-0.2857,26.05,20.0,-5.65,9.2,11.2,7.2,9.2,11.2,7.2,19,19
4,00-0038551,Kendre Miller,RB,NO,Saints,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,12.5,12.5,12.5,11,11
4,00-0037239,Chris Olave,WR,NO,Saints,1,57,6,3,20,32,0,1,5.3333,0.625,54.06,24.0,25.81,7.5,9.0,6.0,7.5,9.0,6.0,3,3
4,00-0037545,Rashid Shaheed,WR,NO,Saints,1,47,5,4,47,47,5,0,9.4,1.0,56.53,20.0,37.9,7.2,9.2,5.2,7.2,9.2,5.2,6,6
4,00-0031236,Brandin Cooks,WR,NO,Saints,1,60,4,3,22,33,6,0,8.25,0.6667,42.63,16.0,26.61,3.7,5.2,2.2,3.7,5.2,2.2,3,3
4,00-0032464,Kalif Raymond,WR,DET,Lions,1,33,3,2,13,16,1,0,5.3333,0.8125,21.66,12.0,5.23,2.3,3.3,1.3,2.3,3.3,1.3,2,2
4,00-0036963,Amon-Ra St. Brown,WR,DET,Lions,1,54,7,7,70,36,34,2,5.1429,1.9444,50.24,28.0,11.76,22.5,26.0,19.0,22.5,26.0,19.0,7,7
4,00-0037240,Jameson Williams,WR,DET,Lions,1,51,8,2,40,215,20,0,26.875,0.186,97.18,32.0,70.26,4.7,5.7,3.7,4.7,5.7,3.7,3,3
4,00-0040784,Quinshon Judkins,RB,CLE,Browns,1,39,4,4,33,-1,34,0,-0.25,-33.0,17.45,11.76,-0.29,19.5,21.5,17.5,19.5,21.5,17.5,25,25
4,00-0038896,Jacob Saylors,RB,DET,Lions,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,1.1,2,2
4,00-0040727,Tre Harris,WR,LAC,Chargers,1,0,1,0,0,-5,0,0,-5.0,0.0,2.6,2.7,-2.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4,00-0040666,Omarion Hampton,RB,LAC,Chargers,1,56,5,5,37,-4,41,0,-0.8,-9.25,19.1,13.51,-1.67,25.0,27.5,22.5,25.0,27.5,22.5,17,17
4,00-0030279,Keenan Allen,WR,LAC,Chargers,1,49,7,5,37,30,10,0,4.2857,1.2333,37.13,18.92,12.5,6.2,8.7,3.7,6.2,8.7,3.7,5,5
4,00-0038544,Quentin Johnston,WR,LAC,Chargers,1,58,13,8,98,143,16,1,11.0,0.6853,94.41,35.14,59.58,19.8,23.8,15.8,19.8,23.8,15.8,8,8
4,00-0039915,Ladd McConkey,WR,LAC,Chargers,1,58,6,1,11,57,5,0,9.5,0.193,40.95,16.22,23.75,1.6,2.1,1.1,1.6,2.1,1.1,1,1
4,00-0040715,Cam Skattebo,RB,NYG,Giants,1,57,2,2,11,-11,22,0,-5.5,-1.0,8.69,10.0,-9.02,10.0,11.0,9.0,10.0,11.0,9.0,27,27
4,00-0039337,Malik Nabers,WR,NYG,Giants,1,25,3,2,20,24,3,0,8.0,0.8333,36.27,15.0,19.67,3.0,4.0,2.0,3.0,4.0,2.0,2,2
4,00-0038117,Wan'Dale Robinson,WR,NYG,Giants,1,74,5,3,14,-5,27,0,-1.0,-2.8,34.63,25.0,-4.1,2.9,4.4,1.4,2.9,4.4,1.4,3,3
4,00-0035250,Devin Singletary,RB,NYG,Giants,1,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,2.8,2.8,2.8,2.8,7,7
4,00-0035535,Darius Slayton,WR,NYG,Giants,1,66,4,3,44,66,15,0,16.5,0.6667,67.87,20.0,54.1,5.9,7.4,4.4,5.9,7.4,4.4,3,3
4,00-0036265,AJ Dillon,RB,PHI,Eagles,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,1.7,1.7,1.7,3,3
4,00-0035676,A.J. Brown,WR,PHI,Eagles,1,55,9,2,7,119,5,0,13.2222,0.0588,106.13,37.5,71.26,1.7,2.7,0.7,1.7,2.7,0.7,2,2
4,00-0034844,Saquon Barkley,RB,PHI,Eagles,1,48,4,4,31,-5,36,0,-1.25,-6.2,22.9,16.67,-2.99,15.4,17.4,13.4,15.4,17.4,13.4,23,23
4,00-0039746,Will Shipley,RB,PHI,Eagles,1,3,1,0,0,-1,0,0,-1.0,0.0,5.83,4.17,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4,00-0036912,DeVonta Smith,WR,PHI,Eagles,1,52,2,2,29,22,7,0,11.0,1.3182,21.72,8.33,13.17,3.9,4.9,2.9,3.9,4.9,2.9,2,2
4,00-0040129,Emeka Egbuka,WR,TB,Buccaneers,1,64,10,4,101,148,41,1,14.8,0.6824,70.94,25.64,46.39,18.1,20.1,16.1,18.1,20.1,16.1,5,5
4,00-0040237,Tez Johnson,WR,TB,Buccaneers,1,23,1,1,8,0,8,0,0.0,,3.85,2.56,0.0,1.8,2.3,1.3,1.8,2.3,1.3,2,2
4,00-0039361,Bucky Irving,RB,TB,Buccaneers,1,44,5,5,102,-4,106,1,-0.8,-25.5,18.35,12.82,-1.25,25.0,27.5,22.5,25.0,27.5,22.5,20,20
4,00-0032385,Sterling Shepard,WR,TB,Buccaneers,1,45,4,2,14,22,5,0,5.5,0.6364,20.21,10.26,6.9,3.0,4.0,2.0,3.0,4.0,2.0,3,3
4,00-0037256,Rachaad White,RB,TB,Buccaneers,1,30,5,4,29,-8,32,0,-1.6,-3.625,17.48,12.82,-2.51,6.6,8.6,4.6,6.6,8.6,4.6,10,10
4,00-0037614,John Metchie III,WR,PHI,Eagles,1,5,2,2,10,5,5,0,2.5,2.0,14.6,8.33,2.99,2.0,3.0,1.0,2.0,3.0,1.0,2,2
4,00-0033921,Chris Godwin Jr.,WR,TB,Buccaneers,1,58,10,3,26,146,4,0,14.6,0.1781,70.5,25.64,45.77,4.1,5.6,2.6,4.1,5.6,2.6,3,3
4,00-0037837,Calvin Austin III,WR,PIT,Steelers,1,27,2,2,13,4,9,0,2.0,3.25,17.47,9.09,5.48,2.3,3.3,1.3,2.3,3.3,1.3,2,2
4,00-0036919,Kenneth Gainwell,RB,PIT,Steelers,1,41,6,6,35,7,28,0,1.1667,5.0,47.62,27.27,9.59,28.4,31.4,25.4,28.4,31.4,25.4,25,25
4,00-0040142,Kaleb Johnson,RB,PIT,Steelers,1,11,1,0,0,-3,0,0,-3.0,0.0,3.94,4.55,-4.11,2.2,2.2,2.2,2.2,2.2,2.2,6,6
4,00-0035640,DK Metcalf,WR,PIT,Steelers,1,42,5,5,126,34,92,1,6.8,3.7059,66.69,22.73,46.58,21.1,23.6,18.6,21.1,23.6,18.6,5,5
4,00-0036862,Ben Skowronek,WR,PIT,Steelers,1,18,1,0,0,11,0,0,11.0,0.0,17.37,4.55,15.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4,00-0036322,Justin Jefferson,WR,MIN,Vikings,1,76,11,10,126,132,32,0,12.0,0.9545,66.38,26.19,38.71,17.6,22.6,12.6,17.6,22.6,12.6,10,10
4,00-0037525,Jordan Mason,RB,MIN,Vikings,1,47,3,3,15,-10,25,0,-3.3333,-1.5,8.66,7.14,-2.93,8.7,10.2,7.2,8.7,10.2,7.2,19,19
4,00-0037291,Jalen Nailor,WR,MIN,Vikings,1,48,4,1,2,21,1,1,5.25,0.0952,18.6,9.52,6.16,6.7,7.2,6.2,6.7,7.2,6.2,1,1
4,00-0030035,Adam Thielen,WR,MIN,Vikings,1,12,2,2,11,11,0,0,5.5,1.0,9.4,4.76,3.23,2.1,3.1,1.1,2.1,3.1,1.1,2,2
4,00-0038440,Zavier Scott,RB,MIN,Vikings,1,29,8,6,43,46,21,1,5.75,0.9348,38.01,19.05,13.49,13.4,16.4,10.4,13.4,16.4,10.4,8,8
4,00-0038994,Jordan Addison,WR,MIN,Vikings,1,73,8,4,114,118,53,0,14.75,0.9661,52.79,19.05,34.6,13.4,15.4,11.4,13.4,15.4,11.4,4,4
4,00-0035298,Scott Miller,WR,PIT,Steelers,1,13,1,0,0,8,0,0,8.0,0.0,14.49,4.55,10.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4,00-0037594,Julius Chestnut,RB,TEN,Titans,1,7,1,0,0,9,0,0,9.0,0.0,9.75,4.35,4.62,0.0,0.0,0.0,0.0,0.0,0.0,1,1
4,00-0040705,Chimere Dike,WR,TEN,Titans,1,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,1,1
4,00-0040170,Elic Ayomanor,WR,TEN,Titans,1,41,7,2,44,102,6,0,14.5714,0.4314,82.27,30.43,52.31,5.4,6.4,4.4,5.4,6.4,4.4,2,2
4,00-0032211,Tyler Lockett,WR,TEN,Titans,1,36,4,0,0,33,0,0,8.25,0.0,37.93,17.39,16.92,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4,00-0035261,Tony Pollard,RB,TEN,Titans,1,43,3,3,12,-9,21,0,-3.0,-1.3333,16.33,13.04,-4.62,9.1,10.6,7.6,9.1,10.6,7.6,17,17
4,00-0034837,Calvin Ridley,WR,TEN,Titans,1,27,3,2,30,34,11,0,11.3333,0.8824,31.77,13.04,17.44,4.0,5.0,3.0,4.0,5.0,3.0,2,2
4,00-0040130,Jayden Higgins,WR,HOU,Texans,1,31,1,1,24,24,0,1,24.0,1.0,14.59,3.57,13.19,8.9,9.4,8.4,8.9,9.4,8.4,1,1
4,00-0036554,Nico Collins,WR,HOU,Texans,1,61,6,4,79,71,34,0,11.8333,1.1127,59.45,21.43,39.01,9.9,11.9,7.9,9.9,11.9,7.9,4,4
4,00-0034791,Nick Chubb,RB,HOU,Texans,1,30,2,2,15,9,6,0,4.5,1.6667,14.18,7.14,4.95,7.2,8.2,6.2,7.2,8.2,6.2,15,15
4,00-0038618,Xavier Hutchinson,WR,HOU,Texans,1,48,3,2,17,13,6,0,4.3333,1.3077,21.07,10.71,7.14,2.7,3.7,1.7,2.7,3.7,1.7,2,2
4,00-0040583,Woody Marks,RB,HOU,Texans,1,40,5,4,50,7,42,1,1.4,7.1429,29.48,17.86,3.85,25.9,27.9,23.9,25.9,27.9,23.9,21,21
4,00-0040138,Jaylin Noel,WR,HOU,Texans,1,17,1,1,-2,-9,7,0,-9.0,0.2222,1.9,3.57,-4.95,0.5,1.0,0.0,0.5,1.0,0.0,2,2
4,00-0036415,Van Jefferson,WR,TEN,Titans,1,19,1,1,6,5,1,0,5.0,1.2,8.32,4.35,2.56,1.1,1.6,0.6,1.1,1.6,0.6,1,1
4,00-0034775,Christian Kirk,WR,HOU,Texans,1,43,4,3,20,18,7,0,4.5,1.1111,28.35,14.29,9.89,3.5,5.0,2.0,3.5,5.0,2.0,3,3
4,00-0040719,Bhayshul Tuten,RB,JAC,Jaguars,1,0,1,1,8,1,7,0,1.0,8.0,5.36,3.33,0.51,2.7,3.2,2.2,2.7,3.2,2.2,5,5
4,00-0040718,Travis Hunter,WR,JAC,Jaguars,1,38,5,3,42,57,5,0,11.4,0.7368,45.36,16.67,29.08,5.7,7.2,4.2,5.7,7.2,4.2,3,3
4,00-0040238,LeQuint Allen Jr.,RB,JAC,Jaguars,1,0,1,1,7,1,6,0,1.0,7.0,5.36,3.33,0.51,1.2,1.7,0.7,1.2,1.7,0.7,1,1
4,00-0036973,Travis Etienne,RB,JAC,Jaguars,1,41,2,1,1,-5,0,0,-2.5,-0.2,8.21,6.67,-2.55,19.0,19.5,18.5,19.0,19.5,18.5,20,20
4,00-0037263,Tyler Allgeier,RB,ATL,Falcons,1,21,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.1,11.1,11.1,11.1,11.1,11.1,16,16
4,00-0037238,Drake London,WR,ATL,Falcons,1,55,10,8,110,122,15,1,12.2,0.9016,88.86,38.46,44.53,21.0,25.0,17.0,21.0,25.0,17.0,8,8
4,00-0034407,Ray-Ray McCloud,WR,ATL,Falcons,1,23,2,1,-7,-10,0,0,-5.0,0.7,8.98,7.69,-3.65,-0.2,0.3,-0.7,-0.2,0.3,-0.7,1,1
4,00-0038542,Bijan Robinson,RB,ATL,Falcons,1,45,5,4,106,32,89,0,6.4,3.3125,37.02,19.23,11.68,26.1,28.1,24.1,26.1,28.1,24.1,21,21
4,00-0039394,Casey Washington,WR,ATL,Falcons,1,34,3,1,19,75,0,0,25.0,0.2533,36.47,11.54,27.37,2.4,2.9,1.9,2.4,2.9,1.9,1,1
4,00-0040242,Jacory Croskey-Merritt,RB,WAS,Commanders,1,20,2,2,10,-1,11,0,-0.5,-10.0,12.24,8.33,-0.37,6.7,7.7,5.7,6.7,7.7,5.7,9,9
4,00-0040164,Jaylin Lane,WR,WAS,Commanders,1,25,3,2,18,56,0,0,18.6667,0.3214,33.16,12.5,20.59,2.8,3.8,1.8,2.8,3.8,1.8,2,2
4,00-0033955,Jeremy McNichols,RB,WAS,Commanders,1,19,2,1,0,1,2,0,0.5,0.0,12.76,8.33,0.37,0.8,1.3,0.3,0.8,1.3,0.3,3,3
